fixation_id,experiment,fixation_order_number,duration,duration_clipped,source_file_line,source_file_col,token,line_text,match_type,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y
f54bb5ed-ce68-4b37-a76f-e9aa0350ff30,20,2,238.0,238.0,21,8,WHITESPACE, public class XelatexRunner extends LatexRunner {,approx_whitespace,531.5999999999999,20,540.8,40,536.1999999999999,30.0
3e8ba226-4a06-46f1-a957-c35f9c21a979,20,6,253.0,253.0,21,21,XelatexRunner, public class XelatexRunner extends LatexRunner {,matched,218.79999999999998,20,338.4,40,278.59999999999997,30.0
0b705930-08e6-4ad7-a0fe-ffcffaad2ae6,20,40,359.0,359.0,21,21,XelatexRunner, public class XelatexRunner extends LatexRunner {,matched,218.79999999999998,20,338.4,40,278.59999999999997,30.0
e36e9454-6df2-49fd-90c7-0dcf97742a6a,20,10,255.0,255.0,21,26,XelatexRunner, public class XelatexRunner extends LatexRunner {,matched,218.79999999999998,20,338.4,40,278.59999999999997,30.0
49ac44b3-d096-4802-a360-6fcd1f0e3b6d,20,17,142.0,142.0,21,39,LatexRunner, public class XelatexRunner extends LatexRunner {,matched,237.2,20,338.4,40,287.79999999999995,30.0
931d8fbe-95c4-4172-8f7d-564aec6ba4a8,20,85,259.0,259.0,21,40,LatexRunner, public class XelatexRunner extends LatexRunner {,matched,237.2,20,338.4,40,287.79999999999995,30.0
6cee47c8-da7e-4df5-b516-e6ed58929e72,20,87,2091.0,2091.0,21,42,LatexRunner, public class XelatexRunner extends LatexRunner {,matched,421.2,20,522.4,40,471.79999999999995,30.0
2d54a2fe-a588-43e1-ad72-4650afe4adc1,20,9,428.0,428.0,24,9,Create,     * Create a new ProgramRunner.,matched,154.39999999999998,80,209.6,100,182.0,90.0
8f978086-ef8e-4a68-9adb-b49fc4215ee4,20,33,209.0,209.0,24,9,Create,     * Create a new ProgramRunner.,matched,154.39999999999998,80,209.6,100,182.0,90.0
837f4528-5c49-43b4-a1e7-db38f0791d4e,20,8,235.0,235.0,24,15,a,     * Create a new ProgramRunner.,matched,182.0,80,191.2,100,186.6,90.0
fbb7f2b2-cc68-4d60-9889-c3f9fe281997,20,84,398.0,398.0,24,16,WHITESPACE,     * Create a new ProgramRunner.,approx_whitespace,393.59999999999997,80,402.79999999999995,100,398.19999999999993,90.0
9df10ae9-b1ee-405d-a650-ce617b1fe323,20,34,357.0,357.0,24,17,new,     * Create a new ProgramRunner.,matched,237.2,80,264.79999999999995,100,250.99999999999997,90.0
34cd13d0-ead7-447b-b8dd-fceb5d031a34,20,35,843.0,843.0,24,28,ProgramRunner.,     * Create a new ProgramRunner.,matched,274.0,80,402.79999999999995,100,338.4,90.0
0a042190-ef6d-4d42-bf1e-d758d8f23d72,20,1,258.0,258.0,26,11,WHITESPACE,    public XelatexRunner() {,approx_whitespace,338.4,120,347.59999999999997,140,343.0,130.0
eac40a6b-5d86-465a-84c2-4baf73e7c0d0,20,18,980.0,980.0,26,13,XelatexRunner,    public XelatexRunner() {,matched,191.2,120,310.79999999999995,140,250.99999999999997,130.0
224a5ca2-f461-4c44-9688-3683b9b82fe8,20,32,1143.0,1143.0,26,13,XelatexRunner,    public XelatexRunner() {,matched,191.2,120,310.79999999999995,140,250.99999999999997,130.0
ea4e1c80-0395-4fb4-98f9-e21e2d6bd90e,20,36,1753.0,1753.0,26,14,XelatexRunner,    public XelatexRunner() {,matched,191.2,120,310.79999999999995,140,250.99999999999997,130.0
6a8b0254-1d51-40b9-9a5f-43e8260641f0,20,13,130.0,130.0,26,18,XelatexRunner,    public XelatexRunner() {,matched,191.2,120,310.79999999999995,140,250.99999999999997,130.0
baf6ca2a-783d-4969-95a6-e5b90697b93e,20,88,620.0,620.0,26,20,XelatexRunner,    public XelatexRunner() {,matched,191.2,120,310.79999999999995,140,250.99999999999997,130.0
f656f074-9caf-45f2-885b-5fcf1fe02c6d,20,11,139.0,139.0,26,23,XelatexRunner,    public XelatexRunner() {,matched,191.2,120,310.79999999999995,140,250.99999999999997,130.0
d4f91378-f2fc-4538-9f6b-abd7df537a7f,20,38,322.0,322.0,27,13,super,        super();,matched,163.6,140,209.6,160,186.6,150.0
6ba67a5a-958d-414b-9491-586e008f883f,20,30,146.0,146.0,27,15,(),        super();,matched,209.6,140,228.0,160,218.8,150.0
54ed0f22-042b-44d8-b158-b06c8d3ccbc9,20,25,361.0,361.0,30,13,protected,    protected String getWindowsProgramName() {,matched,126.8,200,209.6,220,168.2,210.0
fce2a946-964e-4a5a-a67d-72a419978563,20,21,600.0,600.0,30,17,String,    protected String getWindowsProgramName() {,matched,218.79999999999998,200,274.0,220,246.39999999999998,210.0
36b7cc4d-626a-480b-adec-d1bc5819a1ad,20,37,175.0,175.0,30,22,getWindowsProgramName,    protected String getWindowsProgramName() {,matched,283.2,200,476.4,220,379.79999999999995,210.0
eb1e469d-ac73-4543-929c-8fdf6ca1d5e2,20,29,301.0,301.0,30,24,getWindowsProgramName,    protected String getWindowsProgramName() {,matched,283.2,200,476.4,220,379.79999999999995,210.0
bafb9155-3ef9-4ada-8372-6a024bb9f149,20,22,530.0,530.0,30,25,getWindowsProgramName,    protected String getWindowsProgramName() {,matched,283.2,200,476.4,220,379.79999999999995,210.0
12880700-637f-4b87-befc-87d7a6fdbfbe,20,24,480.0,480.0,30,29,getWindowsProgramName,    protected String getWindowsProgramName() {,matched,283.2,200,476.4,220,379.79999999999995,210.0
a77e6564-f868-451d-a205-46a22c3f57dc,20,93,150.0,150.0,30,30,getWindowsProgramName,    protected String getWindowsProgramName() {,matched,283.2,200,476.4,220,379.79999999999995,210.0
8bf4c232-284e-4819-9d84-ccd0c31de17d,20,151,515.0,515.0,30,32,getWindowsProgramName,    protected String getWindowsProgramName() {,matched,283.2,200,476.4,220,379.79999999999995,210.0
2070f902-dac1-4f86-a3ef-65d5fb2505c7,20,23,286.0,286.0,30,34,getWindowsProgramName,    protected String getWindowsProgramName() {,matched,283.2,200,476.4,220,379.79999999999995,210.0
c7d2f275-3612-4007-bbe1-29cb2e0131c0,20,124,176.0,176.0,30,44,(),    protected String getWindowsProgramName() {,matched,476.4,200,494.79999999999995,220,485.59999999999997,210.0
c709120c-552d-460e-a945-5b6f800ac3e5,20,133,109.0,109.0,31,9,return,"        return ""xelatex.exe"";",matched,163.6,220,218.79999999999998,240,191.2,230.0
8f8de31b-a6c4-4d70-9c18-462132587aac,20,92,245.0,245.0,31,10,return,"        return ""xelatex.exe"";",matched,163.6,220,218.79999999999998,240,191.2,230.0
ffe4c86b-a2f9-41ac-bb36-230c4ef88098,20,20,433.0,433.0,31,11,return,"        return ""xelatex.exe"";",matched,163.6,220,218.79999999999998,240,191.2,230.0
9f60c90b-d9b5-415e-96d0-edbf8147b5fd,20,132,169.0,169.0,31,13,return,"        return ""xelatex.exe"";",matched,163.6,220,218.79999999999998,240,191.2,230.0
f04a5cd8-87c2-48db-978e-696528d987ca,20,43,188.0,188.0,31,24,.,"        return ""xelatex.exe"";",matched,301.6,220,310.79999999999995,240,306.2,230.0
89bb38ab-efb4-43a6-a18a-cdeefb6d90b2,20,96,1410.0,1410.0,34,19,String,    protected String getUnixProgramName() {,matched,218.79999999999998,280,274.0,300,246.39999999999998,290.0
f4d248f0-65fb-412d-9abc-9a11498a9a06,20,106,267.0,267.0,34,19,String,    protected String getUnixProgramName() {,matched,218.79999999999998,280,274.0,300,246.39999999999998,290.0
6c542c7d-a5c7-4348-9577-f689fa429f87,20,161,784.0,784.0,34,21,WHITESPACE,    protected String getUnixProgramName() {,approx_whitespace,476.4,280,485.59999999999997,300,481.0,290.0
088520e9-c438-4424-aced-9886b2b33242,20,123,814.0,814.0,34,22,getUnixProgramName,    protected String getUnixProgramName() {,matched,283.2,280,448.79999999999995,300,366.0,290.0
8c77fa0d-5003-4796-8e1a-10cba7e47f2e,20,134,127.0,127.0,34,22,getUnixProgramName,    protected String getUnixProgramName() {,matched,283.2,280,448.79999999999995,300,366.0,290.0
d608640c-681f-4737-a946-68ce2f0709c6,20,12,103.0,103.0,34,26,getUnixProgramName,    protected String getUnixProgramName() {,matched,283.2,280,448.79999999999995,300,366.0,290.0
cd740988-a22e-4645-88c2-1de47dc1e0d5,20,42,645.0,645.0,34,28,getUnixProgramName,    protected String getUnixProgramName() {,matched,283.2,280,448.79999999999995,300,366.0,290.0
7d876c7e-abb8-46a6-b01e-c98a5595281d,20,26,1458.0,1458.0,34,29,getUnixProgramName,    protected String getUnixProgramName() {,matched,283.2,280,448.79999999999995,300,366.0,290.0
9c541de7-4e66-4f4c-ab04-a716dae8659e,20,97,135.0,135.0,34,30,getUnixProgramName,    protected String getUnixProgramName() {,matched,283.2,280,448.79999999999995,300,366.0,290.0
